show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Mood 1
s5028,TV Show,Quantico,,"Priyanka Chopra, Josh Hopkins, Jake McLaughlin, Aunjanue Ellis, Yasmine Al Massri, Johanna Braddy, Tate Ellington, Graham Rogers, Anabelle Acosta, Russell Tovey, Blair Underwood, Pearl Thusi",United States,"September 2, 2018",2018,TV-14,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","When evidence in a deadly terrorist attack implicates FBI trainee Alex Parrish, she must discover which one of her classmates framed her.",Adventurous
s5048,Movie,Raajneeti,Prakash Jha,"Ajay Devgn, Nana Patekar, Ranbir Kapoor, Katrina Kaif, Arjun Rampal, Manoj Bajpayee, Sarah Thompson, Naseeruddin Shah",India,"August 2, 2018",2010,TV-14,162 min,"Dramas, International Movies, Thrillers","When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path.",Fearful
s5049,Movie,Raat Akeli Hai,Honey Trehan,"Nawazuddin Siddiqui, Radhika Apte, Khalid Tyabji, Aditya Srivastava, Padmavati Rao, Shivani Raghuvanshi, Nishant Dahiya, Shweta Tripathi, Gyanendra Tripathi, Shreedhar Dubey, Swanand Kirkire, Riya Shukla, Tigmanshu Dhulia, Ila Arun, Natasha Rastogi",India,"July 31, 2020",2020,TV-MA,150 min,"Dramas, International Movies, Thrillers","When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.",Fearful
s5077,Movie,Raising Victor Vargas,Peter Sollett,"Victor Rasuk, Judy Marte, Melonie Diaz, Altagracia Guzman, Silvestre Rasuk, Krystal Rodriguez, Kevin Rivera, Wilfree Vasquez, Donna Maldonado","France, United States","September 15, 2020",2002,R,88 min,"Dramas, Independent Movies, Romantic Movies",A suave teen sets his sights on a girl who seems beyond his reach. But his game can't be confined to his tiny apartment and family's old-school values.,Cheerful
s5078,Movie,Raja Hindustani,Dharmesh Darshan,"Aamir Khan, Karisma Kapoor, Suresh Oberoi, Johnny Lever, Navneet Nishan, Veeru Krishnan, Kunal Khemu, Pramod Moutho, Mohnish Bahl",India,"May 1, 2017",1996,TV-14,177 min,"Dramas, International Movies, Romantic Movies","When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities.",Romantic
s5079,Movie,Raja Natwarlal,Kunal Deshmukh,"Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon, Deepak Tijori, Prachi Shah, Mohammed Zeeshan Ayyub",India,"November 1, 2018",2014,TV-14,131 min,"Dramas, International Movies, Thrillers",A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.,Fearful
s5097,Movie,Ranbhool,Girish Joshi,"Subodh Bhave, Mohan Joshi, Vinay Apte, Uday Tikekar, Tejaswini Pandit, Saii Ranade, Daksha Mahendra, Gargi Datar",India,"March 15, 2018",2010,TV-MA,115 min,"Horror Movies, International Movies, Thrillers","Believing himself to be God's envoy, a troubled young man embarks on a killing spree as his passion for music becomes a psychotic obsession.",Fearful
s5103,TV Show,Ratched,,"Sarah Paulson, Finn Wittrock, Judy Davis, Sharon Stone, Cynthia Nixon, Jon Jon Briones, Charlie Carver",United States,"September 18, 2020",2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.",Fearful
s5106,Movie,Rattlesnake,Zak Hilditch,"Carmen Ejogo, Theo Rossi, Emma Greenwell, Apollonia Pratt, Debrianna Mansini, Bruce Davis",United States,"October 25, 2019",2019,TV-MA,86 min,"Horror Movies, Independent Movies, Thrillers","After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",Fearful
s5111,TV Show,Re:Mind,,Keyakizaka46,Japan,"February 15, 2018",2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act.",Adventurous
s5112,TV Show,REA(L)OVE,,"Atsushi Tamura, Mari Yaguchi",Japan,"April 27, 2018",2018,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","A group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. Hosted by reformed playboy Atsushi Tamura.",Romantic
s5114,Movie,Ready,Anees Bazmee,"Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar, Anuradha Patel, Manoj Pahwa, Manoj Joshi, Puneet Issar, Sharat Saxena, Akhilendra Mishra, Zarine Khan, Arya Babbar",India,"October 22, 2017",2011,TV-PG,144 min,"Comedies, International Movies, Romantic Movies","Bollywood superstar Salman Khan plays Prem, an heir to a perfume fortune who falls in love with the wrong woman in this romantic comedy.",Romantic
s5115,Movie,Ready to Mingle,Luis Javier Henaine,"Cassandra Ciangherotti, Gabriela de la Garza, Irán Castillo, Sophie Alexander-Katz, Flor Eduarda Gurrola, Mariana Cabrera, Juan Pablo Medina, Pablo Cruz Guerrero, Diana Bovio, Andrés Almeida",Mexico,"October 2, 2019",2019,TV-MA,98 min,"Comedies, International Movies, Romantic Movies","After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband.",Romantic
s5121,TV Show,Reality Z,,"Ana Hartmann, Sabrina Sato, Luellem de Castro, Guilherme Weber, Emílio de Mello, Ravel Andrade, João Pedro Zappa, Julia Ianina, Pierre Baitelli, Jesus Luz, Carla Ribas, Wallie Ruy, Gabriel Canella, Natália Rosa, Priscila Assum, Teca Pereira, Leandro Daniel, Hanna Romanazzi, Arlinda Di Baio, Erom Cordeiro, Enzo Romani",Brazil,"June 10, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries","With Rio de Janeiro under a zombie attack, reality show contestants shelter in a TV studio, where they must deal with more than flesh-eating hordes.",Adventurous
s5122,Movie,Rebecca,Ben Wheatley,"Lily James, Armie Hammer, Kristin Scott Thomas, Keeley Hawes, Ann Dowd, Sam Riley, Tom Goodman-Hill, Mark Lewis Jones, John Hollingworth, Bill Paterson",United Kingdom,"October 21, 2020",2020,PG-13,123 min,"Dramas, Romantic Movies, Thrillers","A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife.",Fearful
s5129,TV Show,Reckoning,,"Aden Young, Sam Trammell, Simone Kessell, Laura Gordon, Gloria Garayua, Mitzi Ruhlmann, Milly Alcock, Ed Oxenbould, Finn Little, Anthony Phelan, Diana Glenn, Lauren Pegus","Australia, United States","May 1, 2020",2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","When a local teen is murdered in their quiet, suburban community, two fathers intent on protecting their families must contend with their inner demons.",Adventurous
s5133,TV Show,Rectify,,"Aden Young, Abigail Spencer, J. Smith-Cameron, Clayne Crawford, Luke Kirby, Adelaide Clemens, Jake Austin Walker, Jayson Warner Smith, Bruce McKinnon, J.D. Evermore, Michael O'Neill, Sean Bridgers, Johnny Ray Gill, Sharon Conley, Michael Vartan",United States,"March 4, 2017",2016,TV-MA,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","Convicted of rape and murder at age 18, Daniel Holden spends nearly 20 years on death row until DNA evidence brings the verdict into question.",Adventurous
s5146,Movie,Rehmataan,,"Sukhjinder Shera, Guggu Gill, Deep Dhillon, Raj Virk, Surinder Shinda",India,"December 28, 2018",2012,TV-14,116 min,"Dramas, International Movies, Romantic Movies","As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.",Romantic
s5162,TV Show,Reply 1988,,"Lee Hye-ri, Park Bo-gum, Ryu Jun-yeol, Ko Kyoung-pyo, Lee Dong-hwi, Ryu Hye-young, Sung Dong-il, Lee Il-hwa",South Korea,"January 1, 2020",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.,Romantic
s5163,TV Show,Reply 1994,Shin Won-ho,"Go Ara, Jung Woo, Sung Dong-il, Dohee, Son Ho-jun, Kim Sung-kyun, Cha Seon-wu, Yoo Yeon-seok, Lee Il-hwa",South Korea,"August 8, 2019",2014,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","All hailing from various parts of Korea, a group of college students go from being complete strangers to a big happy family at a Seoul boarding house.",Romantic
s5164,TV Show,Reply 1997,Shin Won-ho,"Jung Eun-ji, Seo In-guk, Shin So-yul, Ji-won Eun, Lee Ho-won, Lee Si-eon, Sung Dong-il, Lee Il-hwa, Song Jong-ho",South Korea,"August 8, 2019",2012,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","As a teen, Shi Won was obsessed with a boy band. Now 33 years old, Shi Won and her friends are reviving their memories as their school reunion nears.",Romantic
s5188,TV Show,Revolutionary Love,,"Choi Si-won, Kang So-ra, Gong Myoung",South Korea,"June 1, 2020",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A third-generation chaebol falls in love with a woman who opens his eyes to the struggles of the working class and inspires him to make a difference.,Romantic
s5200,Movie,Rich in Love,Bruno Garotti,"Danilo Mesquita, Giovanna Lancellotti, Jaffar Bambirra, Lellê, Ernani Moraes, Gillray Coutinho, Jeniffer Dias, Bruna Griphao, Fernanda Paes Leme",Brazil,"April 30, 2020",2020,TV-14,105 min,"Comedies, International Movies, Romantic Movies","Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.",Romantic
s5227,TV Show,Riverdale,Rob Seidenglanz,"K.J. Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry, Casey Cott, Charles Melton, Mark Consuelos, Lochlyn Munro, Peter Bryant, Colin Lawrence, Molly Ringwald, Asha Bromfield, Barclay Hope, Hayley Law, Martin Cummins, Sarah Habel, Nathalie Boltt, Skeet Ulrich",United States,"May 14, 2020",2019,TV-14,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery.",Adventurous
s5254,Movie,Rogue City,Olivier Marchal,"Lannick Gautry, Stanislas Merhar, Kaaris, David Belle, Jean Reno, Claudia Cardinale, Gérard Lanvin, Patrick Catalifo, Moussa Maaskri, Catherine Marchal",France,"October 30, 2020",2020,TV-MA,116 min,"Dramas, International Movies, Thrillers","Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",Fearful
s5264,Movie,Romance Doll,Yuki Tanada,"Issey Takahashi, Yuu Aoi, Kenta Hamano, Toko Miura, Koji Ohkura, Pierre Taki, Eri Watanabe, Kitaro",Japan,"July 24, 2020",2020,TV-MA,124 min,"Dramas, International Movies, Romantic Movies","Love came naturally for married couple Sonoko and Tetsuo. But his secret profession as a love doll designer clashes with her deeper, darker secret.",Romantic
s5265,TV Show,Romance is a bonus book,,"Lee Jong-suk, Lee Na-young, Jung Eugene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Cho Han-cheul, Kim Sun-young",South Korea,"February 3, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.,Romantic
s5266,Movie,Romantik Komedi,Ketche,"Sedef Avcı, Cemal Hünal, Begüm Kütük, Engin Altan Düzyatan, Sinem Kobal, Gürgen Öz, Burcu Kara, Kubilay Penbeklioğlu",Turkey,"March 10, 2017",2010,NR,110 min,"Comedies, International Movies, Romantic Movies","Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures.",Romantic
s5267,Movie,Romantik Komedi 2: Bekarlığa Veda,Erol Özlevi,"Sinem Kobal, Engin Altan Düzyatan, Sedef Avcı, Cemal Hünal, Burcu Kara, Gürgen Öz, Öykü Çelik, Gökçe Özyol",Turkey,"March 10, 2017",2013,TV-14,105 min,"Comedies, International Movies, Romantic Movies","Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party.",Romantic
s5268,Movie,Romeo Akbar Walter,Robbie Grewal,"John Abraham, Jackie Shroff, Mouni Roy, Sikander Kher, Raghuvir Yadav, Alka Amin, Rajesh Shringarpure, Anil George",India,"June 30, 2019",2019,TV-14,141 min,"Dramas, International Movies, Thrillers","In 1971, a fallen army major’s son is tapped by India's Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war.",Fearful
s5274,TV Show,Rookie Historian Goo Hae-Ryung,,"Shin Sae-kyeong, Cha Eun-woo, Park Ki-woong, Lee Ji-hoon, Park Ji-hyun, Gong Jung-hwan, Kim Min-sang, Choi Duk-mun, Kim Yeo-jin",South Korea,"July 18, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Free spirit Goo Hae-ryung embarks on a new life as a scholar in the Joseon royal court after hearing about a government post for women historians.,Romantic
s5282,Movie,Roped,Shaun Paul Piccinino,"Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville",United States,"May 2, 2020",2020,PG,90 min,"Children & Family Movies, Dramas, Romantic Movies",A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,Romantic
s5283,Movie,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,Rory Scovel,United States,"June 20, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song.""",Cheerful
s5286,Movie,Rosemary's Baby,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin",United States,"November 1, 2019",1968,R,137 min,"Classic Movies, Horror Movies, Thrillers","A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger.",Fearful
s5307,Movie,Running Shaadi,Amit Roy,"Amit Sadh, Tapsee Pannu, Arsh Bajwa, Brijendra Kala, Mahavir Bhullar, Pankaj Jha, Neeta Mohindra",India,"April 30, 2018",2017,TV-14,115 min,"Comedies, International Movies, Romantic Movies","A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot.",Romantic
s5316,TV Show,Russian Doll,,"Natasha Lyonne, Charlie Barnett, Yul Vazquez, Elizabeth Ashley, Dascha Polanco, Jeremy Bobb, Greta Lee, Rebecca Henderson, Brendan Sexton III, Chloë Sevigny, Brooke Timber",United States,"February 1, 2019",2019,TV-MA,1 Season,"TV Comedies, TV Dramas",Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop – and staring down the barrel of her own mortality.,Cheerful
s5324,Movie,"Sí, Mi Amor",Pedro Flores Maldonado,"Yiddá Eslava, Julián Zucchi, Andrés Salas, Magdyel Ugaz, Pietro Sibille, Saskia Bernaola, Sebastián Monteghirfo, Mayra Olivera",,"May 6, 2020",2020,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",A blindsided boyfriend must prove his fidelity when his girlfriend spontaneously dumps him after suspecting him of cheating.,Romantic
s5335,Movie,Sadece Sen,Hakan Yonat,"Belçim Bilgin, İbrahim Çelikkol, Kerem Can, Necmi Yapıcı, Levent Sülün, Barış Arduç, Erol Gedik, Cezmi Baskın",Turkey,"March 10, 2017",2014,TV-MA,105 min,"Dramas, International Movies, Romantic Movies","An ex-boxer falls in love with a blind woman and starts to build a new life, but his violent past returns to endanger them both.",Romantic
s5337,Movie,Sadma,Balu Mahendra,"Kamal Hassan, Sridevi, Silk Smitha, Gulshan Grover, Paintal, Arvind Deshpande",India,"December 31, 2019",1983,TV-14,137 min,"Dramas, International Movies, Romantic Movies","After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior.",Romantic
